#review	#polarity
방이 지저분하지 않아 좋았고우선 전 욕조가 있는 방으로 잡아서따뜻한 물에 쉴수있어서 좋았어요직원분들도 친절했구요	1
친절하셔서 좋고 따뜻해서 좋았어요~!깨끗하고 다음에도 갈일있으면 갈게요~!	1
친절.청결하구 시설이 넘좋아여~편한하게 잘 쉬었다 갑니다.	1
인테리어도 예쁘고 깔끔하고 느낌이 아늑했어요!직원분도 친절하게 응대해주셨습니다~	1
좋았어용! 근데 욕실 문이 달그락 달그락 거렸는데 수리 한 번 해야할 것 같아용	1
시설이 깨끗하고 참 좋네요아주 잘 쉬었다 갑니다추천합니다	1
엄청 추웠는데 따뜻하게 잘 쉬었어요~!침대나 방 상태도 좋았고 화장실도 깨끗해서나름 만족했네요!	1
침구류 넘 깔끔하구 편한하게 잘쉬었다 갑니다.영등포에서 잴 좋아여~	1
예전에 가본곳인데 청결하고 직원분들이 친절하셔서 또 방문하기로 했습니다. !	1
첫방문 리뷰를 이제 쓰는데 시설 깨끗하고 좋았어요 첫방문 외에도 자주 갔는데 갈때마다 만족했어요!	1
자주 찾는 호텔입니다.온풍기가 준비되어있어 따뜻하게 잘 쉬었습니다	1
저렴한 가격이었지만 가격이 올랏네요.. 예약을했지만 10분정도 기다린듯..	0
생각보다 넓었고 깔끔한 편이었어요 다음에 또 이용할 생각이있습니다	1
방도 띠뜻하고 물 수압도 좋고 깨끗하고 여러모로 잘 묵었어요 서울에서 주말에 이 가격으로 좋은곳에서 묵게되어 감사해요	1
깔끔하네요! 방음문제가 많다고 하던데 거슬릴정도는 아니었어요 쉬다가기좋네요	1
깔금하고 번화가인데 조용하네요온풍기가 있어 따듯하게 쉬고갑니다	1
역시 언제나 깔끔하고 편안한곳!추운 날씨에도 따뜻하고 너무 좋았어요!	1
여긴 항상 좋아요!프론트에 사장님부부셨나..? 친절하시고~ 층수도 높아서 소음도 없었어요~~ (대신 수압이 사알짝 아쉬웠...)시설도 좋구 고데기 있는게 진짜 너무좋! 깨끗하고~ 한달에 두번씩은 꼭 가는것같아요!!!!	1
가격도저렴하고 사장님도완전친절 시설도좋구 호텔많이가봤는데 좋은곳은 비싸구요 싼곳은 위생도별로임 근데여긴 진짜다 괞찬은것같아요	1
완전짱!! 강추천 !!방에들어오니 완전깔끔 시설도마음에들구요 컴퓨터도 두대 화장실에 스파욕조까지! 전 환경이깨끗한걸좋아해서요 이겄보다더좋은건아직못봤네요 가격이 저렴한거라 그냥그럴줄알았는데요 생각보다 너무좋은거에요 재방문	1
생각보다 깔끔하고 좋았어요 방에 담배 냄새가 조금 나긴 했지만 방음도 되어있고 괜찮아요 다음에 또 방문할게요	1
서울여행으로 잡은 숙소인데주변에 놀곳이 많아서 좋았어요시설깔끔 근데 수건에서 화장실 냄새가나요	1
1.깨끗하고 좋았음... 세면도구는 별도 구매해야하는거 참고하세요 1000원2.먹자골목이라서 그런지 노래방에서 부르는 소리가  들림3.엘리베이터를 이용하는데 다른 객실 이용하시분와 직원분이 함깨 탑승해서 어색하고 민망했음아침에는 배달 하시는 배달원분와 함깨 또 탑승해서 또 민망했음...	1
하 진짜 짱!!!콜 라무한리필은 정말 신의한수입니다 눈치보일법도한데 천사같으신 사장님의 한말씀 필요한거 다 가져가세요 감동받고 남친과 황홀한 뜨밤보내고 갑니다번창하세요!!!	1
참나 매주이용할려 했는데 어제 황당해서는..난방고장인가요?냉방두그런냉방이라니..프론트 불친절은 써비스인가 참나 어플통해서 오는게 시르면 올리질 말든가 현금유도 오지시고요..	0
깔끔하니 지어진지 얼마안된 느낌컴퓨터랑 티비도 연동돼서 보고싶은 영화도 보고편히 잘 쉬다갑니다.난방도 오지게 틀어주셔서 자다가 더워서 몇번 깼네요굿굿	1
기분좋게 이용하고 왔습니다~친절하시고 번화가에 있어서 찾아가기도 너무 편하고 좋았어요!	1
새로 리모델링해서 그런지 깔끔하고 처음들어가니까 난로가 켜있어서 따뜻하고 조용하게 쉬다 왔어요~주차도 신경써 해주시고 좋았습니다	1
빳빳한 새 가운. 따뜻한 방. 방크기도 그 가격대에 큰편. 침대 바로 옆에 길게 탁자있어 좋음. 매트리스도 괜찮고 전화도 퇴실전 한번만 옴. 100점	1
깨끗하고사장님친절하십니다!!옆에노래방건물있는데방음도괜찮았습니다!!원츄	1
유흥가대로변이라서 좀 들어가긴 그랬지만 가격대비 나쁘지않네요	1
영등포에서 뉴신라가 제일 깔끔하고 좋아서 자주 갑니다 ^^	1
청결이 조금 아쉬웠지만 바디로션도있고잘잤음! 아그리고 이번엔좀추웠음!	1
깔끔하니 만족하고갑니다. 특실로 빌렷을 경우 고층인점도 마음에드네요~	1
방 너무 깔끔하고 편안한 분위기에서 잘 쉬다 갑니다 프론토에 있는 다양한 먹거리 정말 잘 이용했어요 특히 아이스크림! 너무 좋았네요 침구도 부드럽고 티비이용이 너무 잘 되어있어서 마블영화 시리즈로 여러편 보고갔네요잘쉬다갑니다~	1
깨끗하구 장소가 너무 씨끄럽지 않아서 좋아요 다음번에 또 오고 싶네요	1
입실빨라서 처음으로 예약한고 갔는데 깔끔하고 다좋아요 수건이 없는줄알고 두개 가져다달라했는데 가져다주셔서감사하고 화장실불을 키면 침대쪽이 너무 환한거빼고 다 만족이에요 재방문의사있습니다	1
너무 편하게 잘 있다왔구요! 담배냄새가 덜 빠졌더라구요..그것빼고는 다 좋았습니다!!	1
매우 깨끗한 방이었습니다. 화장실 타일들도 곰팡이 하나 없이 깨끗했어요! 티비도 컴퓨터도 모두 새 제품인지 아주 빠르게 작동하였고 화질도 좋네요!! 영등포에 오면 꼭 여기 오고 싶을 정도였급니다	1
역시 시설이랑 서비스다 좋아요!!영등포갈때마다 이용하는곳인데 오늘도 잘쉬고갑니다~	1
일반실 쓰다가 특실 예약하고 써봤는뎅 일반이 더 나은듯 ...?? 깨끗하고좋네여	1
전반적을 깔끔하고 주변이 조용하여 좋았습니다.다움에도 방문할 수 있는 기회가 되면 다시 방문하고 싶네요	1
역시 이용객들로 주차장이 붐비네요....모듣시설이 잘 갖추어져 있어 좋아요...누누히 말하지만 프런트는 좀 친철합시다.....웃으면 돈 들어가나요??고객들이 맘이 불편하잖수~~친철하게 응대 부탁합니다.	1
깨끗하고 좋았어요 들어갓을때 냄새 안나서 괜찮았음!! 담에 또 이용할게요	1
여기깨끗하고 넓구 좋아여특실 숙박하면 쿠폰2장 준다고 써있어서숙박예약하고 이용햇는데 쿠폰주세여	1
영등포시장이랑 영등포역 사이에 있지만 그 사이에 있는 커다란 신한은행 건물 맞은편이라 찾기는 어렵지 않습니다. 완전 깨끗하고 있을 물품 다 있고요. 사진에 보이듯이 인테리어도 고급스럽습니다. 특히 화장실이 깨끗한데 화장실 비데!! 가 있어서 매우 깔끔한 느낌을 받았고요.컴퓨터도 매우 빨라 축구 경기 생중계로 보았는데 전혀 안 끊겼어요. 추천합니다!	1
시설, 위치, 서비스, 청결도 양호한편이며 괜찬은 숙박이 였습니다.	1
시설이 아주 좋아요 이불도 깨끗하고 일반실인데도 좁지않아 편하게 이용했습니다 뜨거운물이 찬물쪽으로 돌려야 나오지만 다른 것들 모두 다 편하게 이용했어요 영등포 자주 오는데 이제부터 뉴신라로 와야겠습니다	1
꽤나 좋았어요 다음에도 또 갈 의향 있습니다!!열쇠가 아닌 카드로 들어가고아이스크림과 커피도 무료라서 마음에 들었고 욕조랑 침실도 깔끔했고 영화도 선택지가 많아서 좋았는데 제가 들거간 방만 리모콘으로 조명 컨트롤이 고장나서 직접 가서 끄고 킨 것만 아쉬웠어요	1
이번이 3번째 방문입니다.영등포 일대에 이만한 가격에 이정도 쾌적한 시설은 없을 겁니다. 가끔 서울로 놀러가면 와이프랑 숙박시설에 만족을 하고 옵니다. 침대도 너무 편해서 숙면을 취하다 오구요. 화장실도 굉장히 깔끔합니다.	1
시설은 일반이 좋았어요.근데 컴터가 2대고 게임이 잘 돌아가서 좋았습니다!	1
화장실에서 뭔가 꿉꿉한 냄새?? 났던걸 빼면 괜찮았어요 크게 신경이 쓰이진않았습니다	1
친절하고 시설도 깔끔하고 영등포 숙소에서는 제일 좋네요 강추합니다	1
1. 서비스 친절2. 시설 및 청결3. 배치모든게 다 너무 쾌적하고 깔끔하고 좋네요!대부분 다른곳 들어가면 약간 냄새나 먼지 낀것들이 많고가운도 싼게 아니라서 좋내요! 요번에 특가로 떠서대실 이용했는데 다음에 또 와야겠다라는 생각만 듭니다번창하세요!	1
일반실.특실 다 좋아요....적당히 하드한 침대도 맘에 듭니다~~	1
시설, 서비스 좋았습니다. 청결도 다 좋았는데 이용 후 나와서 머리에 하수구 냄새가 남아있어서 살짝 아쉽긴 했습니다.	1
교통 시설 등 전반적으로 괜찮았습니다. 넉넉한 대실시간도 아주 좋습니다~	1
생각보다도 더 깔끔하고 좋았어요!요근래 갔던곳 중에 제일 좋았다는 ><♥	1
깨끗하고 편안해서 매번이용합니다~깨끗하게 편하게 쉬고싶으신 분들은 강추!	1
깔끔하고 친절합니다. 아주좋아요. 영등포에서 최고수준이라 봐도 좋은 시설과 청결함을 갖췄습니다. 침대 푹신하고 깨끗하더군요. 앞으로 자주 방문하고자 합니다.	1
시설깨끗하고 좋고 화장실도 좋고 티비 조금 문제있긴한데 대체적으로 너무 좋아요	1
진심 롤, 피파, 서든 다 돌아가요!매번 같은 곳만 갔는데 여기오니깐 신세계!여기만 올꺼같아요 이제 완전 만족스럽습니다.	1
직원분이 약간 무뚝뚝하시긴했지만 시설도 괜찮고 탁자가 넓어서 좋았어요~~	1
두번째 방문인데 깔끔하고 좋았어요근처에 음식점도 많고 전반적으로 만족스러워요	1
깨끗해요, 친절하시구~~근데 청소하시는 분께서 전화 오셨어요.나가고 들어온 게 전달이 안 됐나 봐요~일반실인데도 넓고 좋았어요가운이 두꺼워서 색달랐어요	1
시설이 비교적 깨끗하고 소음도덜하고지리적인 위치도 좋았어요	1
특실 대실했습니다...침대가 너무 푹신하지않은게 오히려 좋네요...	1
영등포 근처에선 최고의 시설입니다...리뉴얼이후 더 좋아진것 같습니다.카운터만 조금 더 친절하게 대해주세요~~^^	1
직원분 친절하시고, 창결상태 매우 좋고, 전반적으로 부적함이 없었습니다!	1
침구랑 객실은 깨끗하고, 고데기 있습니다.에어컨은 오래됐는지 색이바래서 뭐가 뚝뚝 검은가루가 떨어지더라구요 3층 에어컨은 바꾸셔야될거같아요 객실가격도 비싼데, 여자분 일회용품가격도 천원받으시니 오시는분들 참고하세요.	1
깨끗하고 다른 객실에 비해 상대적으로 넓어 이용하기 편리합니다!	1
저번에 들렸다가 좋아서 또들렸어요!이번에도 잘쉬다갑니다~	1
방도 너무 깔끔하고 정리정돈잘되어있었어요~너무 잘쉬다갑니다~	1
늘 가던곳이라 편안하게 쉬다 가네요 주차가 안되지만 주변에서 제일 깨끗하다고 생각핮니다!	1
새 건물이라 침대 폭신하고 좋습니다. 영등포 다른 곳 침대때문 무릎까지고 삐걱소리나는 곳있어 안 가려했는데 이곳 맘에 듭니다. 큰샤워 타올도 2장있고, 음료수 3개 물2개 맘에 듭니다. 입구에 추가 음료수 제공하는것 같아 퇴실때 가져갈려고요. 퇴실이 오후2시라는것도 맘에 듭니다.	1
먹자골목에 있고요 방도 깨끗하고 화장실도 깨끗하고 좋아요고데기도 있어서 되게 편하고 유용하게 숙박했네요	1
내부 깔끔하고 침구류도 편했습니다.층간소음이 조금 있어서 아쉬웠지만 편하게 쉬었습니다~	1
깔끔하구 위치도괜찮았구 다음에또 이용할예정입니다 추천!!!	1
모텔 특유의 냄새가 안나서 좋았어요화장실도 지금까지 가본 숙소 중이 가장 깨끗했던 것 같아요. 고데기도 있고, 티비 다시보기도 되고 좋았어요다만 잘때 보니까 이불 안쪽면에 핏자국이 있어서 덮고 자기에 불쾌했어요~침구에 조금만 더 신경써주세요또 방문할게요~	1
진짜 새로생긴것 처럼 시설도 깨끗하고 전반적으로 좋았습니다심지어 담배냄새도 나지않아 쾌적하게 머물다 왔네요다음에 또 방문하겠습니다	1
리뷰가 괜찮아서 찾아 들어왔는데 정말로 깔끔하고 냄새도 안나요! 좋습니다 :)	1
티비 리모콘 상태와 티비가 잘 안나오는 것 빼곤 좋았어요	1
사장님, 배려해주신 덕분에 아이들과 1박2일 서울여행 잘했습니다.편히 쉬다갑니다. 다음에 기회가 된다면 다시 방문할게요. 번창하세요.	1
영등포에서는 뉴신라가 최고 좋네요.깨끗하고 항상 친절해요.시설도 깔끔합니다.	1
